Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
woodFrameCrossCtr,blocks,Block,,,Wood Frame Cross Centre,,,,,,,,,,,,,,
woodFrameCrossHalf,blocks,Block,,,Wood Frame Cross Half,,,,,,,,,,,,,,
woodFrameCrown,blocks,Block,,,Wood Frame Crown,,,,,,,,,,,,,,
woodFrameCrownInsideCorner,blocks,Block,,,Wood Frame Crown Inside Corner,,,,,,,,,,,,,,
woodFrameCTRPlate,blocks,Block,,,Wood Frame Centre Plate,,,,,,,,,,,,,,
woodFrameCTRpole,blocks,Block,,,Wood Frame Centrepole,,,,,,,,,,,,,,
woodFrameCTRQuarter,blocks,Block,,,Wood Frame Centre Quarter,,,,,,,,,,,,,,
woodFrameCTRQuarterPlate4Way,blocks,Block,,,Wood Frame Centre Quarter Plate 4-Way,,,,,,,,,,,,,,
woodFrameCTRQuarterSquareTop,blocks,Block,,,Wood Frame Centre Quarter Square Top,,,,,,,,,,,,,,
woodFramedoorTrim1m,blocks,Block,,,Wood Frame Door Trim 1m,,,,,,,,,,,,,,
woodFramedoorTrim2m,blocks,Block,,,Wood Frame Door Trim 2m,,,,,,,,,,,,,,
woodFramedoorTrimHalfm,blocks,Block,,,Wood Frame Door Trim 0.5m,,,,,,,,,,,,,,
woodFramedoorTrimTop,blocks,Block,,,Wood Frame Door Trim Top,,,,,,,,,,,,,,
woodFrameGable,blocks,Block,,,Wood Frame Gable,,,,,,,,,,,,,,
woodFrameGable1m,blocks,Block,,,Wood Frame Gable 1m,,,,,,,,,,,,,,
woodFrameGable1mHalf,blocks,Block,,,Wood Frame Gable 1m Half,,,,,,,,,,,,,,
woodFrameGable3Quarter,blocks,Block,,,Wood Frame Gable Three-Quarter,,,,,,,,,,,,,,
woodFrameGable3QuarterHalf,blocks,Block,,,Wood Frame Gable Three-Quarter Half,,,,,,,,,,,,,,
woodFrameGableHalf,blocks,Block,,,Wood Frame Gable Half,,,,,,,,,,,,,,
woodFrameGableInvertedQuarterHalf,blocks,Block,,,Wood Frame Gable Inverted Quarter Half,,,,,,,,,,,,,,
woodFrameGableInvertedRampHalf,blocks,Block,,,Wood Frame Gable Inverted Ramp Half,,,,,,,,,,,,,,
woodFrameGableInvertedSteepHalf,blocks,Block,,,Wood Frame Gable Inverted Steep Half,,,,,,,,,,,,,,
woodFrameGablePyramid,blocks,Block,,,Wood Frame Gable Pyramid,,,,,,,,,,,,,,
woodFrameGableQuarterHalf,blocks,Block,,,Wood Frame Gable Quarter Half,,,,,,,,,,,,,,
woodFrameHalfCentered,blocks,Block,,,Wood Frame Half Centreed,,,,,,,,,,,,,,
woodFrameHalfCNRInside2,blocks,Block,,,Wood Frame Half Inside Corner Type 2,,,,,,,,,,,,,,
woodFrameHalfInsideCorner,blocks,Block,,,Wood Frame Half Inside Corner Type 1,,,,,,,,,,,,,,
woodFrameHalfPlate,blocks,Block,,,Wood Frame Half Plate,,,,,,,,,,,,,,
woodFrameHalfRampStairs50,blocks,Block,,,Wood Frame Half Ramp Stairs 50,,,,,,,,,,,,,,
woodFrameHalfRampStairs50Filler,blocks,Block,,,Wood Frame Half Ramp Stairs 50 Filler,,,,,,,,,,,,,,
woodFrameInclineTipHalf1,blocks,Block,,,Wood Frame Incline Tip Half Type 1,,,,,,,,,,,,,,
woodFrameInclineTipHalf2,blocks,Block,,,Wood Frame Incline Tip Half Type 2,,,,,,,,,,,,,,
woodFramePillar100,blocks,Block,,,Wood Frame Pillar 100,,,,,,,,,,,,,,
woodFramePillar100Cap,blocks,Block,,,Wood Frame Pillar 100 Cap,,,,,,,,,,,,,,
woodFramePillar50,blocks,Block,,,Wood Frame Pillar 50,,,,,,,,,,,,,,
woodFramePillar50CNR,blocks,Block,,,Wood Frame Pillar 50 Corner,,,,,,,,,,,,,,
woodFramePillar50CNRPlate,blocks,Block,,,Wood Frame Pillar 50 Corner Plate,,,,,,,,,,,,,,
woodFramePillar50SquareTop,blocks,Block,,,Wood Frame Pillar 50 Square Top,,,,,,,,,,,,,,
woodFramePlate,blocks,Block,,,Wood Frame Plate,,,,,,,,,,,,,,
woodFramePlateCorner,blocks,Block,,,Wood Frame Plate Corner,,,,,,,,,,,,,,
woodFramePlateCurved,blocks,Block,,,Wood Frame Plate Curved,,,,,,,,,,,,,,
woodFramePlateHalfTriangle,blocks,Block,,,Wood Frame Plate Half Triangle,,,,,,,,,,,,,,
woodFramePlatePole,blocks,Block,,,Wood Frame Plate Pole,,,,,,,,,,,,,,
woodFramePlateQuarterTriangle,blocks,Block,,,Wood Frame Plate Quarter Triangle,,,,,,,,,,,,,,
woodFramePole,blocks,Block,,,Wood Frame Pole,,,,,,,,,,,,,,
woodFramePoleCornerRound,blocks,Block,,,Wood Frame Pole Corner Round,,,,,,,,,,,,,,
woodFramePoleSCTR,blocks,Block,,,Wood Frame Pole Support Centre,,,,,,,,,,,,,,
woodFramePoleSupport,blocks,Block,,,Wood Frame Pole Support Type 1,,,,,,,,,,,,,,
woodFramePoleSupport2,blocks,Block,,,Wood Frame Pole Support Type 2,,,,,,,,,,,,,,
woodFramePoleSupportCtr,blocks,Block,,,Wood Frame Pole Support Centre,,,,,,,,,,,,,,
woodFramePyramid,blocks,Block,,,Wood Frame Pyramid,,,,,,,,,,,,,,
woodFramePyramid1m,blocks,Block,,,Wood Frame Pyramid 1m,,,,,,,,,,,,,,
woodFrameQuarter,blocks,Block,,,Wood Frame Quarter,,,,,,,,,,,,,,
woodFrameQuarterCNRQuarterPlate,blocks,Block,,,Wood Frame Quarter Corner Quarter Plate,,,,,,,,,,,,,,
woodFrameRampIncline,blocks,Block,,,Wood Frame Ramp Incline,,,,,,,,,,,,,,
woodFrameRampInclineFiller,blocks,Block,,,Wood Frame Ramp Incline Filler,,,,,,,,,,,,,,
woodFrameRampInclineFillerHalf1,blocks,Block,,,Wood Frame Ramp Incline Filler Half Type 1,,,,,,,,,,,,,,
woodFrameRampInclineFillerHalf2,blocks,Block,,,Wood Frame Ramp Incline Filler Half Type 2,,,,,,,,,,,,,,
woodFrameRampInclineHalf1,blocks,Block,,,Wood Frame Ramp Incline Half Type 1,,,,,,,,,,,,,,
woodFrameRampInclineHalf2,blocks,Block,,,Wood Frame Ramp Incline Half Type 2,,,,,,,,,,,,,,
woodFrameRampInclineInsideCNR,blocks,Block,,,Wood Frame Ramp Incline Inside Corner,,,,,,,,,,,,,,
woodFrameRampInclineInsideCNRFiller,blocks,Block,,,Wood Frame Ramp Incline Inside Corner Filler,,,,,,,,,,,,,,
woodFrameRampInclineOutsideCNR,blocks,Block,,,Wood Frame Ramp Incline Outside Corner,,,,,,,,,,,,,,
woodFrameRampInclineOutsideCNRFiller,blocks,Block,,,Wood Frame Ramp Incline Outside Corner Filler,,,,,,,,,,,,,,
woodFrameStairs25,blocks,Block,,,Wood Frame Stairs 25,,,,,,,,,,,,,,
woodFrameStairsFilledRailingLeft,blocks,Block,,,Wood Frame Stairs Filled Railing Left,,,,,,,,,,,,,,
woodFrameStairsFilledRailingRight,blocks,Block,,,Wood Frame Stairs Filled Railing Right,,,,,,,,,,,,,,
woodFrameTubeCenter,blocks,Block,,,Wood Frame Tube Centre,,,,,,,,,,,,,,
woodFrameTubeCorner,blocks,Block,,,Wood Frame Tube Corner,,,,,,,,,,,,,,
woodFrameTunnelCenter,blocks,Block,,,Wood Frame Tunnel Centre,,,,,,,,,,,,,,
woodFrameTunnelCorner,blocks,Block,,,Wood Frame Tunnel Corner,,,,,,,,,,,,,,
woodFrameWedgeInclineCornerTop,blocks,Block,,,Wood Frame Wedge Incline Corner Top,,,,,,,,,,,,,,
woodFrameWedgeNarrowHigh,blocks,Block,,,Wood Frame Wedge Narrow High,,,,,,,,,,,,,,
woodFrameWedgeNarrowLow,blocks,Block,,,Wood Frame Wedge Narrow Low,,,,,,,,,,,,,,
woodFrameWedgeNarrowMid,blocks,Block,,,Wood Frame Wedge Narrow Mid,,,,,,,,,,,,,,
woodFrameWedgeNarrowTip,blocks,Block,,,Wood Frame Wedge Narrow Tip,,,,,,,,,,,,,,
woodFrameWedgeRampLeftIntersection,blocks,Block,,,Wood Frame Wedge Ramp Left Intersection,,,,,,,,,,,,,,
woodFrameWedgeRampRightIntersection,blocks,Block,,,Wood Frame Wedge Ramp Right Intersection,,,,,,,,,,,,,,
woodFrameWedgeSteepTipLeftIntersection,blocks,Block,,,Wood Frame Wedge Steep Tip Left Intersection,,,,,,,,,,,,,,
woodFrameWedgeSteepTipRightIntersection,blocks,Block,,,Wood Frame Wedge Steep Tip Right Intersection,,,,,,,,,,,,,,
woodFrameWedgeSteepWedgeLeftIntersection,blocks,Block,,,Wood Frame Wedge Steep Wedge Left Intersection,,,,,,,,,,,,,,
woodFrameWedgeSteepWedgeRightIntersection,blocks,Block,,,Wood Frame Wedge Steep Wedge Right Intersection,,,,,,,,,,,,,,
woodFrameWedgeTip,blocks,Block,,,Wood Frame Wedge Tip,,,,,,,,,,,,,,
woodFrameWedgeTipHalf1,blocks,Block,,,Wood Frame Wedge Tip Half Type 1,,,,,,,,,,,,,,
woodFrameWedgeTipHalf2,blocks,Block,,,Wood Frame Wedge Tip Half Type 2,,,,,,,,,,,,,,
woodFrameWedgeTipRampLeftIntersection,blocks,Block,,,Wood Frame Wedge Tip Ramp Left Intersection,,,,,,,,,,,,,,
woodFrameWedgeTipRampRightIntersection,blocks,Block,,,Wood Frame Wedge Tip Ramp Right Intersection,,,,,,,,,,,,,,
woodFrameWedgeTipSteepTipLeftIntersection,blocks,Block,,,Wood Frame Wedge Tip Steep Tip Left Intersection,,,,,,,,,,,,,,
woodFrameWedgeTipSteepTipRightIntersection,blocks,Block,,,Wood Frame Wedge Tip Steep Tip Right Intersection,,,,,,,,,,,,,,
woodFrameWedgeTipSteepWedgeLeftIntersection,blocks,Block,,,Wood Frame Wedge Tip Steep Wedge Left Intersection,,,,,,,,,,,,,,
woodFrameWedgeTipSteepWedgeRightIntersection,blocks,Block,,,Wood Frame Wedge Tip Steep Wedge Right Intersection,,,,,,,,,,,,,,
woodFrameWindowArch3MCNR,blocks,Block,,,Wood Frame Window Wide Arch Corner,,,,,,,,,,,,,,
woodFrameWindowArch3MCTR,blocks,Block,,,Wood Frame Window Wide Arch Centre,,,,,,,,,,,,,,
woodFrameWindowArch3MTip,blocks,Block,,,Wood Frame Window Wide Arch Tip,,,,,,,,,,,,,,
woodFrameWindowArchTop,blocks,Block,,,Wood Frame Window Arch Top,,,,,,,,,,,,,,
woodFrameWindowCircle,blocks,Block,,,Wood Frame Window Circle,,,,,,,,,,,,,,
woodFrameWindowCircleCorner,blocks,Block,,,Wood Frame Window Circle Corner,,,,,,,,,,,,,,
woodFrameWindowTrim,blocks,Block,,,Wood Frame Window Trim,,,,,,,,,,,,,,
woodFrameWindowTrimBottom,blocks,Block,,,Wood Frame Window Trim Bottom,,,,,,,,,,,,,,
woodFrameWindowTrimSides,blocks,Block,,,Wood Frame Window Trim Sides,,,,,,,,,,,,,,
woodFrameWindowTrimTop,blocks,Block,,,Wood Frame Window Trim Top,,,,,,,,,,,,,,
woodFrameWindowTrimTopFancy,blocks,Block,,,Wood Frame Window Trim Top Fancy,,,,,,,,,,,,,,
woodPillar0.025,blocks,Block,,,Wood Pillar 0.025,,,,,,,,,,,,,,
woodPillar0.025CTR,blocks,Block,,,Wood Pillar 0.025 Centre,,,,,,,,,,,,,,
woodPillar0.025SCTR,blocks,Block,,,Wood Pillar 0.025 S Centre,,,,,,,,,,,,,,
woodPillar0.05,blocks,Block,,,Wood Pillar 0.05,,,,,,,,,,,,,,
woodPillar0.05CTR,blocks,Block,,,Wood Pillar 0.05 Centre,,,,,,,,,,,,,,
woodPillar0.05SCTR,blocks,Block,,,Wood Pillar 0.05 S Centre,,,,,,,,,,,,,,
woodPillar100Cap,blocks,Block,,,Wood Pillar 100 Cap,,,,,,,,,,,,,,
woodPlateCorner,blocks,Block,,,Wood Plate Corner,,,,,,,,,,,,,,
woodPlateCurved,blocks,Block,,,Wood Plate Curved,,,,,,,,,,,,,,
woodTubeCenter,blocks,Block,,,Wood Tube Centre,,,,,,,,,,,,,,
woodTubeCorner,blocks,Block,,,Wood Tube Corner,,,,,,,,,,,,,,
woodTunnelCenter,blocks,Block,,,Wood Tunnel Centre,,,,,,,,,,,,,,
woodTunnelCorner,blocks,Block,,,Wood Tunnel Corner,,,,,,,,,,,,,,
woodWindowArchTop,blocks,Block,,,Wood Window Arch Top,,,,,,,,,,,,,,
woodWindowCircle,blocks,Block,,,Wood Window Circle,,,,,,,,,,,,,,
woodWindowCircleCorner,blocks,Block,,,Wood Window Circle Corner,,,,,,,,,,,,,,
